"AA";"2007-12";"2.98";"2.95"
"LNKD";"2006-12";"—";"—"
"LNKD";"2007-12";"—";"—"
"LNKD";"2008-12";"—";"—"
"LNKD";"2009-12";"0";"0"
"LNKD";"2010-12";"0.17";"0.17"
"LNKD";"TTM";"0.0947";"0.0764"
"LO";"2007-12";"5.16";"5.16"
"LO";"2008-12";"5.15";"5.15"
"LO";"2009-12";"5.76";"5.76"
"LO";"2010-12";"6.78";"6.78"
"LO";"2011-12";"8";"7.99"
"LO";"TTM";"8";"7.99"
"LRCX";"2007-06";"4.94";"4.85"
"LRCX";"2008-06";"3.52";"3.47"
"LRCX";"2009-06";"-2.41";"-2.41"
"LRCX";"2010-06";"2.73";"2.71"
"LRCX";"2011-06";"5.86";"5.79"
"LRCX";"TTM";"3.3717";"3.3402"
"LULU";"2007-01";"0.06";"0.06"
"LULU";"2008-01";"0.23";"0.225"
"LULU";"2009-01";"0.285";"0.275"
"LULU";"2010-01";"0.415";"0.41"
"LULU";"2011-01";"0.86";"0.845"
"LULU";"TTM";"1.1571";"1.1392"
"LVS";"2007-12";"0.33";"0.33"
"LVS";"2008-12";"-0.48";"-0.48"
"LVS";"2009-12";"-0.82";"-0.82"
"LVS";"2010-12";"0.61";"0.51"
"LVS";"2011-12";"1.74";"1.56"
"LVS";"TTM";"1.74";"1.56"
"MA";"2007-12";"8.05";"8"
"MA";"2008-12";"-1.95";"-1.95"
"MA";"2009-12";"11.19";"11.16"
"MA";"2010-12";"14.1";"14.05"
"MA";"2011-12";"14.9";"14.85"
"MA";"TTM";"14.9";"14.85"
"MCD";"2007-12";"2.02";"1.98"
"MCD";"2008-12";"3.83";"3.76"
"MCD";"2009-12";"4.17";"4.11"
"MCD";"2010-12";"4.64";"4.58"
"MCD";"2011-12";"5.33";"5.27"
"MCD";"TTM";"5.33";"5.27"
"MCP";"2007-12";"—";"—"
"MCP";"2008-12";"—";"—"
"MCP";"2009-12";"-0.73";"-0.73"
"MCP";"2010-12";"-0.79";"-0.79"
"MCP";"2011-12";"1.29";"1.27"
"MCP";"TTM";"1.29";"1.27"
"MGM";"2007-12";"5.52";"5.31"
"MGM";"2008-12";"-3.06";"-3.06"
"MGM";"2009-12";"-3.41";"-3.41"
"MGM";"2010-12";"-3.19";"-3.19"
"MGM";"2011-12";"6.37";"5.62"
"MGM";"TTM";"6.37";"5.62"
"MMM";"2007-12";"5.7";"5.6"
"MMM";"2008-12";"4.95";"4.89"
"MMM";"2009-12";"4.56";"4.52"
"MMM";"2010-12";"5.72";"5.63"
"MMM";"2011-12";"6.05";"5.96"
"MMM";"TTM";"6.05";"5.96"
"MOS";"2007-05";"0.97";"0.95"
"MOS";"2008-05";"4.7";"4.67"
"MOS";"2009-05";"5.29";"5.27"
"MOS";"2010-05";"1.86";"1.85"
"MOS";"2011-05";"5.64";"5.62"
"MOS";"TTM";"5.2522";"5.2357"
"MRVL";"2007-01";"-0.02";"-0.02"
"MRVL";"2008-01";"-0.19";"-0.19"
"MRVL";"2009-01";"0.24";"0.23"
"MRVL";"2010-01";"0.57";"0.54"
"MRVL";"2011-01";"1.39";"1.34"
"MRVL";"TTM";"1.2103";"1.1771"
"MS";"2007-11";"3.13";"2.98"
"MS";"2008-11";"1.54";"1.45"
"MS";"2009-12";"-0.77";"-0.77"
"MS";"2010-12";"2.64";"2.63"
"MS";"2011-12";"1.25";"1.23"
"MS";"TTM";"1.25";"1.23"
"MSFT";"2007-06";"1.44";"1.42"
"MSFT";"2008-06";"1.9";"1.87"
"MSFT";"2009-06";"1.63";"1.62"
"MSFT";"2010-06";"2.13";"2.1"
"MSFT";"2011-06";"2.73";"2.69"
"MSFT";"TTM";"2.7902";"2.7562"
"MU";"2007-08";"-0.42";"-0.42"
"MU";"2008-08";"-2.1";"-2.1"
"MU";"2009-08";"-2.29";"-2.29"
"MU";"2010-08";"2.09";"1.85"
"MU";"2011-08";"0.17";"0.17"
"MU";"TTM";"-0.1767";"-0.1767"
"NEM";"2007-12";"-4.17";"-4.17"
"NEM";"2008-12";"1.88";"1.87"
"NEM";"2009-12";"2.66";"2.66"
"NEM";"2010-12";"4.63";"4.55"
"NEM";"2011-12";"0.74";"0.73"
"NEM";"TTM";"0.74";"0.73"
"NFLX";"2007-12";"1";"0.97"
"NFLX";"2008-12";"1.36";"1.32"
"NFLX";"2009-12";"2.05";"1.98"
"NFLX";"2010-12";"3.06";"2.96"
"NFLX";"2011-12";"4.28";"4.16"
"NFLX";"TTM";"4.28";"4.16"
"NKE";"2007-05";"2.96";"2.93"
"NKE";"2008-05";"3.8";"3.74"
"NKE";"2009-05";"3.07";"3.03"
"NKE";"2010-05";"3.93";"3.86"
"NKE";"2011-05";"4.48";"4.39"
"NKE";"TTM";"4.7758";"4.6747"
"NOK";"2006-12";"1.06";"1.05"
"NOK";"2007-12";"1.85";"1.83"
"NOK";"2008-12";"1.07";"1.05"
"NOK";"2009-12";"0.24";"0.24"
"NOK";"2010-12";"0.5";"0.5"
"NOK";"TTM";"0.176";"0.1758"
"NVDA";"2007-01";"0.8471";"0.7671"
"NVDA";"2008-01";"1.45";"1.31"
"NVDA";"2009-01";"-0.05";"-0.05"
"NVDA";"2010-01";"-0.12";"-0.12"
"NVDA";"2011-01";"0.44";"0.43"
"NVDA";"TTM";"1.0678";"1.0415"
"NVLS";"2007-12";"1.78";"1.75"
"NVLS";"2008-12";"-1.18";"-1.18"
"NVLS";"2009-12";"-0.88";"-0.88"
"NVLS";"2010-12";"2.83";"2.79"
"NVLS";"2011-12";"3.29";"3.2"
"NVLS";"TTM";"3.29";"3.2"
"ORCL";"2007-05";"0.83";"0.81"
"ORCL";"2008-05";"1.08";"1.06"
"ORCL";"2009-05";"1.1";"1.09"
"ORCL";"2010-05";"1.22";"1.21"
"ORCL";"2011-05";"1.69";"1.67"
"ORCL";"TTM";"1.8503";"1.8179"
"OXY";"2007-12";"6.47";"6.44"
"OXY";"2008-12";"8.39";"8.35"
"OXY";"2009-12";"3.59";"3.58"
"OXY";"2010-12";"5.57";"5.56"
"OXY";"2011-12";"8.32";"8.32"
"OXY";"TTM";"8.32";"8.32"
"PBR";"2006-12";"2.92";"2.92"
"PBR";"2007-12";"1.5";"1.5"
"PBR";"2008-12";"4.3";"4.3"
"PBR";"2009-12";"3.54";"3.54"
"PBR";"2010-12";"3.88";"3.88"
"PBR";"TTM";"6.1571";"6.1571"
"PCLN";"2007-12";"4.13";"3.42"
"PCLN";"2008-12";"4.92";"3.98"
"PCLN";"2009-12";"11.54";"9.88"
"PCLN";"2010-12";"11";"10.35"
"PCLN";"2011-12";"21.27";"20.63"
"PCLN";"TTM";"21.27";"20.63"
"PCX";"2007-12";"-2.01";"-2.01"
"PCX";"2008-12";"2.31";"2.28"
"PCX";"2009-12";"1.5";"1.49"
"PCX";"2010-12";"-0.53";"-0.53"
"PCX";"2011-12";"-1.26";"-1.26"
"PCX";"TTM";"-1.26";"-1.26"
"PFE";"2007-12";"1.18";"1.17"
"PFE";"2008-12";"1.2";"1.2"
"PFE";"2009-12";"1.23";"1.23"
"PFE";"2010-12";"1.03";"1.02"
"PFE";"2011-12";"1.28";"1.27"
"PFE";"TTM";"1.28";"1.27"
"PG";"2007-06";"3.22";"3.04"
"PG";"2008-06";"3.86";"3.64"
"PG";"2009-06";"4.49";"4.26"
"PG";"2010-06";"4.32";"4.11"
"PG";"2011-06";"4.12";"3.93"
"PG";"TTM";"3.5451";"3.3224"
"POT";"2007-12";"1.1667";"1.1333"
"POT";"2008-12";"3.79";"3.67"
"POT";"2009-12";"1.1133";"1.0833"
"POT";"2010-12";"2.04";"1.98"
"POT";"2011-12";"3.6";"3.51"
"POT";"TTM";"3.6";"3.51"
"QCOM";"2007-09";"1.99";"1.95"
"QCOM";"2008-09";"1.94";"1.9"
"QCOM";"2009-09";"0.96";"0.95"
"QCOM";"2010-09";"1.98";"1.96"
"QCOM";"2011-09";"2.57";"2.52"
"QCOM";"TTM";"2.684";"2.6275"
"RIG";"2007-12";"14.65";"14.14"
"RIG";"2008-12";"13.2";"13.09"
"RIG";"2009-12";"9.87";"9.84"
"RIG";"2010-12";"2.99";"2.99"
"RIG";"2011-12";"-17.79";"-17.79"
"RIG";"TTM";"-17.79";"-17.79"
"RIMM";"2007-02";"1.1367";"1.1033"
"RIMM";"2008-02";"2.31";"2.26"
"RIMM";"2009-02";"3.35";"3.3"
"RIMM";"2010-02";"4.35";"4.31"
"RIMM";"2011-02";"6.36";"6.34"
"RIMM";"TTM";"4.2444";"4.2402"
"RMBS";"2007-12";"-0.27";"-0.27"
"RMBS";"2008-12";"-1.87";"-1.87"
"RMBS";"2009-12";"-0.88";"-0.88"
"RMBS";"2010-12";"1.34";"1.3"
"RMBS";"2011-12";"-0.39";"-0.39"
"RMBS";"TTM";"-0.39";"-0.39"
"S";"2007-12";"-10.31";"-10.31"
"S";"2008-12";"-0.98";"-0.98"
"S";"2009-12";"-0.84";"-0.84"
"S";"2010-12";"-1.16";"-1.16"
"S";"2011-12";"-0.96";"-0.96"
"S";"TTM";"-0.96";"-0.96"
"SHLD";"2007-01";"9.57";"9.57"
"SHLD";"2008-01";"5.71";"5.7"
"SHLD";"2009-01";"0.42";"0.42"
"SHLD";"2010-01";"1.99";"1.99"
"SHLD";"2011-01";"1.19";"1.19"
"SHLD";"TTM";"-3.376";"-3.376"
"SINA";"2006-12";"0.74";"0.69"
"SINA";"2007-12";"1.05";"0.97"
"SINA";"2008-12";"1.44";"1.33"
"SINA";"2009-12";"7.53";"6.95"
"SINA";"2010-12";"-0.31";"-0.31"
"SINA";"TTM";"-6.4253";"-6.4253"
"SLB";"2007-12";"4.36";"4.2"
"SLB";"2008-12";"4.54";"4.45"
"SLB";"2009-12";"2.62";"2.59"
"SLB";"2010-12";"3.41";"3.38"
"SLB";"2011-12";"3.7";"3.67"
"SLB";"TTM";"3.7";"3.67"
"SLW";"2006-12";"0.4";"0.37"
"SLW";"2007-12";"0.41";"0.37"
"SLW";"2008-12";"0.07";"0.07"
"SLW";"2009-12";"0.39";"0.38"
"SLW";"2010-12";"0.84";"0.83"
"SLW";"TTM";"1.7223";"1.6887"
"SNDK";"2007-12";"0.96";"0.93"
"SNDK";"2008-12";"-9.13";"-9.13"
"SNDK";"2009-12";"1.83";"1.79"
"SNDK";"2010-12";"5.59";"5.44"
"SNDK";"2011-12";"4.12";"4.04"
"SNDK";"TTM";"4.12";"4.04"
"STX";"2007-06";"1.64";"1.56"
"STX";"2008-06";"2.46";"2.36"
"STX";"2009-06";"-6.32";"-6.32"
"STX";"2010-06";"3.28";"3.14"
"STX";"2011-06";"1.13";"1.09"
"STX";"TTM";"2.1379";"2.0725"
"SU";"2006-12";"3.235";"3.16"
"SU";"2007-12";"3.07";"3.01"
"SU";"2008-12";"2.29";"2.26"
"SU";"2009-12";"0.96";"0.95"
"SU";"2010-12";"2.29";"2.27"
"SU";"TTM";"2.4881";"2.4715"
"T";"2007-12";"1.95";"1.94"
"T";"2008-12";"2.17";"2.16"
"T";"2009-12";"2.12";"2.12"
"T";"2010-12";"3.36";"3.35"
"T";"2011-12";"0.66";"0.66"
"T";"TTM";"0.66";"0.66"
"UTX";"2007-12";"4.38";"4.27"
"UTX";"2008-12";"5";"4.9"
"UTX";"2009-12";"4.17";"4.12"
"UTX";"2010-12";"4.82";"4.74"
"UTX";"2011-12";"5.58";"5.49"
"UTX";"TTM";"5.58";"5.49"
"V";"2007-09";"—";"—"
"V";"2008-09";"0.96";"0.96"
"V";"2009-09";"3.11";"3.1"
"V";"2010-09";"4.03";"4.01"
"V";"2011-09";"4.43";"3.57"
"V";"TTM";"4.6365";"3.7846"
"VHC";"2006-12";"0.03";"0.03"
"VHC";"2007-12";"-0.36";"-0.36"
"VHC";"2008-12";"-0.35";"-0.35"
"VHC";"2009-12";"-0.35";"-0.35"
"VHC";"2010-12";"0.91";"0.84"
"VHC";"TTM";"-0.2799";"-0.2799"
"VZ";"2007-12";"1.91";"1.9"
"VZ";"2008-12";"2.26";"2.26"
"VZ";"2009-12";"1.29";"1.29"
"VZ";"2010-12";"0.9";"0.9"
"VZ";"2011-12";"0.85";"0.85"
"VZ";"TTM";"0.85";"0.85"
"WFC";"2007-12";"2.41";"2.38"
"WFC";"2008-12";"0.7";"0.7"
"WFC";"2009-12";"1.76";"1.75"
"WFC";"2010-12";"2.23";"2.21"
"WFC";"2011-12";"2.85";"2.82"
"WFC";"TTM";"2.85";"2.82"
"WLT";"2007-12";"2.15";"2.13"
"WLT";"2008-12";"6.44";"6.35"
"WLT";"2009-12";"2.58";"2.55"
"WLT";"2010-12";"7.25";"7.18"
"WLT";"2011-12";"5.79";"5.76"
"WLT";"TTM";"5.79";"5.76"
"WMB";"2007-12";"1.66";"1.63"
"WMB";"2008-12";"2.44";"2.4"
"WMB";"2009-12";"0.49";"0.49"
"WMB";"2010-12";"-1.88";"-1.88"
"WMB";"2011-12";"0.64";"0.63"
"WMB";"TTM";"0.64";"0.63"
"WMT";"2007-01";"2.71";"2.71"
"WMT";"2008-01";"3.13";"3.13"
"WMT";"2009-01";"3.4";"3.39"
"WMT";"2010-01";"3.71";"3.7"
"WMT";"2011-01";"4.48";"4.47"
"WMT";"TTM";"4.7518";"4.7328"
"WYNN";"2007-12";"2.43";"2.34"
"WYNN";"2008-12";"1.94";"1.92"
"WYNN";"2009-12";"0.17";"0.17"
"WYNN";"2010-12";"1.3";"1.29"
"WYNN";"2011-12";"4.94";"4.88"
"WYNN";"TTM";"4.94";"4.88"
"X";"2007-12";"7.44";"7.4"
"X";"2008-12";"18.04";"17.96"
"X";"2009-12";"-10.42";"-10.42"
"X";"2010-12";"-3.36";"-3.36"
"X";"2011-12";"-0.37";"-0.37"
"X";"TTM";"-0.37";"-0.37"
"XOM";"2007-12";"7.36";"7.28"
"XOM";"2008-12";"8.78";"8.69"
"XOM";"2009-12";"3.99";"3.98"
"XOM";"2010-12";"6.24";"6.22"
"XOM";"2011-12";"8.43";"8.42"
"XOM";"TTM";"8.43";"8.42"
"YHOO";"2007-12";"0.49";"0.47"
"YHOO";"2008-12";"0.31";"0.29"
"YHOO";"2009-12";"0.43";"0.42"
"YHOO";"2010-12";"0.91";"0.9"
"YHOO";"2011-12";"0.82";"0.82"
"YHOO";"TTM";"0.82";"0.82"
"YOKU";"2006-12";"—";"—"
"YOKU";"2007-12";"—";"—"
"YOKU";"2008-12";"-10.08";"-10.08"
"YOKU";"2009-12";"-9";"-9"
"YOKU";"2010-12";"-7.92";"-7.92"
"YOKU";"TTM";"-3.7032";"-3.7032"
